tweet,count
Great photo with @IvankaTrump and @Joan_Rivers from this week's @ApprenticeNBC- http://t.co/LXhgt9Q0lK,44
@SiegristA Thanks,5
@harry_vickers @DannyZuker @ApprenticeNBC Thanks,19
@richardroeper Keep dreaming,8
I just sent @THEGaryBusey a check of $20000 for his charity,23
Children's Kawasaki Disease,8
He worked hard and deserves it,7
@DannyZuker Don't lie,7
@ApprenticeNBC was #1 in all major demos at 10,17
Do not lie,3
"""One hit wonder @DannyZuker""",9
I notice you are not disputing all of the failures that I said you had,19
Let's talk about it,5
@DannyZuker I'm in front of the camera and behind the camera- just looked at your picture,26
you'll never be in front of the camera,11
‏.@richardroeper- Perhaps one of the worst replacements in showbiz,17
once you went on it was over,8
Your taste sucks,3
@ApprenticeNBC Season 13,9
still #1 at 10PM in all key demos despite having to serve as our own lead in from 9-10,28
11PM News loves Trump,8
"""Failed show @DannyZuker"" season 1 of @apprenticenbc had 28 million viewers and 41.5 million watching....",34
" but you only want to talk about 10 years later when I still win 10PM in all key demos.
@DannyZuker",30
"@DannyZuker I hear your filmography is ""stacked"" with failures",17
“Failed show @DannyZuker” I have never heard of you and was told you are a loser-after reading your credits I have no questions about it,37
Next year @TomBrokaw should be the comedian at the White House Correspondents’ dinner,23
The only problem is that..,7
http://t.co/52sz6WwhUz,19
The White House Correspondents' dinner was so boring this year- I guess that’s because I didn’t attend(even..,29
http://t.co/8jD8GuFluU,18
I have a lot of @Apple stock--- and I miss Steve Jobs,14
Tim Cook must immediately increase the size of the screen..,15
http://t.co/Hr29Kd2fCk,20
Just out- @ApprenticeNBC was in first place in all demos during the 10PM hour in the ratings,27
Doing Fox and Friends at 7.00 A.M,15
Hope you loved Apprentice last night,8
Did you agree with my decision? #CelebApprentice,16
Mechanical dog is going to be trending tonight,14
#MechanicalDog #CelebApprentice,14
Great boardroom,3
#CelebApprentice,7
Do you agree with the client's decision? #CelebApprentice,18
Maybe @THEGaryBusey should stick to words..,12
vs,2
barking,2
He’s got a definite talent when he wants to use it,15
#CelebApprentice,7
Great memory @TheRealMarilu,10
#CelebApprentice,7
Boardroom time- which team do you think had the best presentation? #CelebApprentice,22
What did you think of @THEGaryBusey's mechanical dog idea?,19
Team Power+@LilJon= Spielberg? Let’s find out,15
#CelebApprentice,7
@IvankaTrump is right—Plan B has descended into a state of total chaos,22
#CelebApprentice,7
@TraceAdkins says @Joan_Rivers is a gem,15
I agree,3
We all agree,4
#CelebApprentice,7
@THEGaryBusey feels he’s been abandoned by his team,16
Do you think so? #CelebApprentice,11
Looks like Plan B is stuck with the mechanical dog,13
@THEGaryBusey has latched on and won’t let go,14
#CelebApprentice,7
@THEGaryBusey doesn’t need instructions,13
Couch time is more fun,5
#CelebApprentice,7
Do you think @THEGaryBusey will be able to “step up” as PM? I know @lisarinna is hoping so,30
#CelebApprentice,7
Here’s @Joan_Rivers,9
She &amp; @IvankaTrump make a terrific team as my advisors,19
#CelebApprentice,7
We have the Final Six—and @LilJon is the last remaining member of Team Power,22
He’s done a great job,6
#CelebApprentice,7
@WIBWAriana 9?,7
Thanks,1
@Core15 Thanks,5
@Joan Rivers comes back in a big way tonight on Celebrity Apprentice - she is fantastic,25
9 on NBC,5
@DBradleyRI You are a great looking guy who is really smart - you can do much better than your current girlfriend - she's nothing,31
I remember when the Apprentice became the number one show on T.V,19
@tombrokow came up to me and thanked me on behalf of NBC (Yankee Stadium),23
"Marble mouth @tombrokaw asks ""why do we think to have a successful eveving you have to have Donald Trump as your guest of honor?"" BORING TOM",37
Thanks for the tremendous support for my shirts,11
ties and suits at Macy's,6
They do great because of really high quality at a low price,16
@Anon_Farmer @PeaceLibLady Not me,16
I predicted the housing bubble and told people not to buy,16
I now tell people it is a great time to buy,12
The Time Magazine list of the 100 Most Influential People is a joke and stunt of a magazine that will,30
"like Newsweek,soon be dead",6
Bad list,2
@dogs4peace Very cool,7
@masotam Police records,8
signed confessions and more?,6
What apology,5
didn't they go around beating the crap out of people and robbing them? Why did they all confess? Aren't police convinced?,30
@DanScavino Dan-You are a great guy with a great family-amazing future,22
@gretawire-I'll be doing On the Record With Greta Van Susteren tonight at 10 P.M,25
Greta is a Terrific person who really gets it,14
(FOX),1
@JimDaniell30809 @DaveCentrist True,18
@Katietennis1223 Thanks,17
everyone loves it,5
@LetsBeckRush A one-sided piece of garbage--and I won--big success for Scotland,21
@piano807 Wow,11
@HRdiva_NY Thanks,9
@AndreasBoos Very true,7
@loverofthecross I don't hate him but he made some really bad decisions,20
@Mbathani_Inc Much can be done and it would be easy,18
@alan_ashe No,8
they have no guts,4
@Nautilus916 True,11
“Being true to yourself and your work is an asset,13
Remember that assets are worth protecting.” – Think Like a Champion,17
Ignorance is inexcusable; it’s the surest way to fail,17
No acceptable reason exists for not being well informed,16
This Sunday’s All-Star Celebrity @ApprenticeNBC features the return of @Joan_Rivers,28
Sunday at 9 PM on @NBC--full 2 hours,15
“When you expect things to happen - strangely enough - they do happen.” - J,17
P,1
Morgan,2
Often times being ‘innovative’ is simply putting together pre-existing elements into something new,29
Be resourceful &amp; expect success,10
Get ready for fireworks…@Joan_Rivers &amp; @THEGaryBusey face off in the Board Room this Sunday on All-Star Celebrity @ApprenticeNBC,42
Does Bush’s library have a wing featuring Supreme Court Justice Jon Robert’s ObamaCare ruling? Roberts was his prize appointee,35
Just as I predicted,6
Iraq is deteriorating into utter chaos http://t.co/oKSSMU20i6 The war was a waste,38
China is taking all the oil,8
The Boston terrorist thugs’ mother is also a radical,16
I am sure she will be granted citizenship shortly,14
Looking forward to addressing @ralphreed’s @FaithandFreedom 'Road to Majority Conference' on June 13th http://t.co/SrgbB058I8,50
Study your area of business,9
All business involves risk,6
but risk can be reduced when you learn everything you can about what you’re doing,21
Can @pennjillette @lisarinna and @THEGaryBusey continue to co-exist? Find out on this Sunday’s Celebrity All-Star @ApprenticeNBC,42
To be in charge,4
you have to take responsibility,10
you have to instill confidence,8
It’s like being a conductor--set the tempo,13
MUST READ ARTICLE: “Immigration reform could be bonanza for Democrats” http://t.co/M5yCKpoMB2 Are the @RNC &amp; @GOP suicidal?,50
Do as I say,4
not as I do.The politicians who passed ObamaCare are now exempting themselves from the monstrosity http://t.co/yr0vShKnqZ,46
House Republicans should be doing everything possible to defund ObamaCare,22
Instead Leadership is funding it http://t.co/VnKsRQoCGc,24
@frankibe I certainly did--in spades,10
@afolasoji So true,8
@DbagsLoveMe I will,6
thanks,1
We need another Bush in office about as much as we need Obama to have a 3rd term,25
No more Bushes,4
@whitehouse continues to defend the billions it pissed away on ‘green energy’ failures http://t.co/Hfu3CD5oBV Your money was wasted,47
Dangerous,3
While Obama is cutting down our military,14
China has announced plans to build more aircraft carriers http://t.co/JJnSRYhU9w,33
After tearing W Bush down for 12 years,12
now the media loves him,7
Why not? He gave them Obama,8
Pervert Alert,4
"Serial sexter @anthonyweiner has promised to use twitter as a “tool.” Parents,make sure your children have him blocked",31
Weiner says many more pictures may be out there—this is just what NYC needs,18
a pervert Mayor,5
Via @Law360: “Trump’s $200M Old Post Office Project Gets Early Approval” http://t.co/W4XbbVFbWe,49
#TBT Do you believe- once upon a time Jon Stewart really liked me? From 2004,27
http://t.co/ZkfPql2llZ,16
@mschrock4 I never went bankrupt,10
you dope,2
@Abtheproducer Maybe Obama?,11
Wow,1
I’m at 2200000 followers but I’d love to get rid of the haters &amp; losers—they’re such a waste of time,36
#TBT At the US Open Tennis Tournament with @EricTrump- see same hairstyle,24
http://t.co/uF8YOD2Sow,17
@Ashley33331 True,16
but the losers don't know that--thanks,8
@Debonairo That is true,8
@HowardSternJohn @DonaldJTrumpJr No,11
@thebageldogs @frankshow @kristinaoakes Thanks--the haters &amp; losers know that too,24
What is wrong with this story? Isn’t this just ridiculous? Terrible,19
#KathyBoudin,6
and now holds an adjunct professorship at Columbia University,20
Boudin also received an academic laurel from NYU Law School..,17
Former Weather Underground radical Kathy Boudin spent 22 yrs in prison for armored-car robbery that killed 2 cops &amp; a Brinks guard..,38
@GauravK725 Thanks,12
@DurantRandy Thanks,6
@pokerswayne Wrong on all counts dopey-you forgot to say taller than me,19
@TheSportsSwede You are so stupid,9
@daytradersfx That is true,8
@TatorJuice Wow,5
so nice,2
Thanks,1
I wish I could have met him,7
@HayJayP26 Work hard,8
@VattenfallGroup doesn’t have the finances or financial statement to build the hated windfarm in Aberdeen,30
@VattenfallGroup had no answers at demonstration last night,16
It’s a failing company,8
Aberdeen windmills will destroy it,9
The sub-station in Blackdog is very dangerous on unregulated landfill—fire hazard,25
@AlexSalmond @pressjournal,9
The Council is concerned over the health &amp; safety for the village of Blackdog w/ placement of sub-station,31
@AlexSalmond @pressjournal,9
The Council was shocked by the exuberance of the demonstration in Blackdog,20
@AlexSalmond @pressjournal,9
The entire village of Blackdog in Scotland protested to the Council last night about the ugly windmills,28
@AlexSalmond @pressjournal,9
@Chadillac107 True and thanks,13
“The aesthetic,4
the quality,4
has to be carried all the way through.” - Steve Jobs,11
I believe Lance Armstrong had death wish when he did interview w/Oprah—as I predicted,26
everybody is suing him,8
he’ll have nothing left,6
@Tokodi1 See Trump Tower,9
@DPMurphy93 That's true--they all ask,11
By rejecting my ad on ugly windmills &amp; @AlexSalmond’s faulty thinking on the “Lockerbie bomber” the ad is now on worldwide newscasts,39
Do executives at @msnbc know that the business of TV centers on viewers &amp; ratings? @msnbc is #19 on cable http://t.co/lXPVsOpadu Sad,58
My @showbiztonight interview on @KhloeKardashian,15
@ApprenticeNBC &amp; my surprising TV career http://t.co/NonKlNH5PE,31
Watch out,2
Champion @Joan_Rivers returns to the Boardroom as a judge in this week’s All-Star Celebrity @ApprenticeNBC,34
Don't cross her,3
Can someone explain to me how a Chechnyan permanent resident non-citizen in our country is planning Jihad while on welfare?,36
Sen,1
@MaxBaucus has announced his retirement,12
A major proponent of ObamaCare,11
Baucus now says it’s a ‘huge train wreck.’,10
